gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Cartilage precursors	Chondrocytes	Perichondrium	Stromal cells	Cardiomyocytes	Muscle progenitors	Mesoderm	Mesenchymal progenitors	Lateral plate mesoderm	Limb bud mesoderm	Limb bud mesenchyme	Myocytes	Branchial arch mesenchyme	Intermediate mesoderm	Osteoblasts	Dermomyotome	Vascular smooth muscle	Osteoprogenitors	Endothelial cells	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Myotome	Periosteum
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0546460D1	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CC0104F2A96	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.082	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.082	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.082	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.082	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.082	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.082	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CC072007F09	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.066	0.067	0.064	0.113	0.054	0.099	0.056	0.059	0.055	0.079	0.081	0.067	0.072	0.071	0.056	0.095	0.062	0.087	0.081	0.13	0.045	0.046	0.049
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CC0947744F4	0.002	0.002	0.0	0.007	0.007	0.002	0.0	0.003	0.023	0.0	0.002	0.006	0.003	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.002	0.002	0.0	0.007	0.007	0.002	0.0	0.003	0.023	0.0	0.002	0.006	0.003	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.002	0.002	0.0	0.007	0.007	0.002	0.0	0.003	0.023	0.0	0.002	0.006	0.003	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CC0B6E6E341	0.002	0.002	0.0	0.007	0.007	0.002	0.0	0.003	0.023	0.0	0.002	0.006	0.003	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.002	0.002	0.0	0.007	0.007	0.002	0.0	0.003	0.023	0.0	0.002	0.006	0.003	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.002	0.002	0.0	0.007	0.007	0.002	0.0	0.003	0.023	0.0	0.002	0.006	0.003	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.653	0.564	0.68	0.692	0.702	0.845	0.725	0.63	0.702	0.711	0.749	0.78	0.611	0.72	0.64	0.836	0.452	0.647	0.231	0.539	0.306	0.539	0.368
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0546460D1	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0A8F7D89F	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.581	0.289	0.384	0.606	0.482	0.852	0.381	0.635	0.702	0.439	0.357	0.906	0.357	0.364	0.154	0.998	0.288	0.647	0.269	0.137	0.125	0.831	0.368
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.284	0.176	0.188	0.305	0.274	0.603	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.154	0.159	0.111	0.221	0.222	0.082	0.125	0.132	0.197
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.154	0.301	0.063	0.131	0.169	0.137	0.089	0.157	0.108
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.029	0.062	0.071	0.098	0.054	0.023	0.044	0.059	0.028	0.062	0.081	0.022	0.018	0.129	0.067	0.052	0.0	0.07	0.013	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.029	0.062	0.071	0.098	0.054	0.023	0.044	0.059	0.028	0.062	0.081	0.022	0.018	0.129	0.067	0.052	0.0	0.07	0.013	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.029	0.062	0.071	0.098	0.054	0.023	0.044	0.059	0.028	0.062	0.081	0.022	0.018	0.129	0.067	0.052	0.0	0.07	0.013	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.029	0.062	0.071	0.098	0.054	0.023	0.044	0.059	0.028	0.062	0.081	0.022	0.018	0.129	0.067	0.052	0.0	0.07	0.013	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.029	0.062	0.071	0.098	0.054	0.023	0.044	0.059	0.028	0.062	0.081	0.022	0.018	0.129	0.067	0.052	0.0	0.07	0.013	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.029	0.062	0.071	0.098	0.054	0.023	0.044	0.059	0.028	0.062	0.081	0.022	0.018	0.129	0.067	0.052	0.0	0.07	0.013	0.0	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	0.011	0.01	0.009	0.028	0.002	0.004	0.018	0.009	0.02	0.0	0.008	0.013	0.009	0.021	0.004	0.0	0.054	0.0	0.938	0.0	0.017	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.011	0.01	0.009	0.028	0.002	0.004	0.018	0.009	0.02	0.0	0.008	0.013	0.009	0.021	0.004	0.0	0.054	0.0	0.938	0.0	0.017	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	0.011	0.01	0.009	0.028	0.002	0.004	0.018	0.009	0.02	0.0	0.008	0.013	0.009	0.021	0.004	0.0	0.054	0.0	0.938	0.0	0.017	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	0.011	0.01	0.009	0.028	0.002	0.004	0.018	0.009	0.02	0.0	0.008	0.013	0.009	0.021	0.004	0.0	0.054	0.0	0.938	0.0	0.017	0.0	0.0
